Season,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
2023,"Joey Lucchesi","NYM",0.2857142857142857,1.166666666,0.158273381,0.45323741,0.388489208,0.148148148,0.074074074,34,6.557143214478804,271,429,700,0.28472222,0.4375,0.27777778,0.15277778,0.53472222,0.3125,"Joey Lucchesi",19320,664192
2024,"Gregory Soto","- - -",0.37142857142857144,1.8,0.211267605,0.507042253,0.28169014,0.1,0.1,32,5.433963241930411,357,605,962,0.32638889,0.36111111,0.3125,0.16666667,0.52083333,0.3125,"Gregory Soto",19677,642397
2023,"Julio Urías","LAD",0.2829581993569132,0.818791946,0.176291793,0.370820668,0.452887537,0.087248322,0.161073825,76,5.829545707249455,581,1272,1853,0.47147147,0.29429429,0.23423423,0.19219219,0.4954955,0.31231231,"Julio Urias",14765,628711
2024,"Brayan Bello","BOS",0.3032967032967033,1.860465116,0.218220338,0.508474576,0.273305084,0.085271317,0.147286821,103,5.710472458182536,1001,1712,2713,0.38396624,0.39662447,0.21940928,0.15189873,0.53586498,0.31223629,"Brayan Bello",23920,678394
2021,"Giovanny Gallegos","STL",0.2459016393442623,0.701149425,0.2,0.329729729,0.47027027,0.126436781,0.068965517,29,3.248963169867673,420,816,1236,0.32275132,0.39153439,0.28571429,0.17460317,0.51322751,0.31216931,"Giovanny Gallegos",14986,606149
2021,"Framber Valdez","HOU",0.2677595628415301,4.732142857,0.148541114,0.702917771,0.148541114,0.035714285,0.214285714,86,5.747525186635022,816,1274,2090,0.45767196,0.35185185,0.19047619,0.14814815,0.53968254,0.31216931,"Framber Valdez",17295,664285
2022,"Griffin Jax","MIN",0.2692307692307692,1.289855072,0.159574468,0.473404255,0.367021276,0.086956521,0.101449275,46,5.723503310296425,375,782,1157,0.37566138,0.35449735,0.26984127,0.14814815,0.53968254,0.31216931,"Griffin Jax",20253,643377
2022,"Spenser Watkins","BAL",0.3076923076923077,1.1640625,0.228412256,0.415041782,0.356545961,0.0859375,0.0859375,40,3.4177217768507497,578,1064,1642,0.43646409,0.30662983,0.25690608,0.13259669,0.55524862,0.3121547,"Spenser Watkins",17489,657093
2024,"Garrett Cleavinger","TBR",0.304635761589404,1,0.187096774,0.406451612,0.406451612,0.111111111,0.095238095,31,4.650000886917283,384,673,1057,0.40127389,0.38216561,0.21656051,0.18471338,0.50318471,0.31210191,"Garrett Cleavinger",17897,664076
2022,"Cory Abbott","WSN",0.24806201550387597,0.464285714,0.121428571,0.278571428,0.6,0.107142857,0.142857142,15,2.8125,323,522,845,0.45390071,0.30496454,0.24113475,0.15602837,0.53191489,0.31205674,"Cory Abbott",20277,676265
2022,"Tyler Danish","BOS",0.2796610169491525,1.552631578,0.224,0.472,0.304,0.052631578,0.184210526,25,5.578513100176485,246,418,664,0.416,0.352,0.232,0.168,0.52,0.312,"Tyler Danish",15126,641501
2021,"Cristian Javier","HOU",0.23394495412844038,0.566371681,0.237068965,0.275862068,0.487068965,0.115044247,0.14159292,54,4.7960530528566885,723,1069,1792,0.44017094,0.32905983,0.23076923,0.12393162,0.56410256,0.31196581,"Cristian Javier",17606,664299
2024,"Patrick Sandoval","LAA",0.3407079646017699,1.333333333,0.212121212,0.45021645,0.337662337,0.038461538,0.102564102,36,4.066945736520224,538,909,1447,0.41452991,0.39316239,0.19230769,0.13247863,0.55555556,0.31196581,"Patrick Sandoval",19447,663776
2023,"Trent Thornton","- - -",0.2840909090909091,0.97368421,0.193548387,0.397849462,0.40860215,0.131578947,0.131578947,21,6.031915689173191,152,307,459,0.49462366,0.32258065,0.1827957,0.1827957,0.50537634,0.31182796,"Trent Thornton",17948,663423
2023,"Tristan Beck","SFG",0.2885375494071146,1.028846153,0.194656488,0.408396946,0.396946564,0.096153846,0.096153846,50,5.294118181644481,448,850,1298,0.38403042,0.37262357,0.24334601,0.15209125,0.53612167,0.31178707,"Tristan Beck",21584,663941
2024,"Daniel Hudson","LAD",0.225,0.814814814,0.135294117,0.388235294,0.476470588,0.074074074,0.12345679,28,4.000000242203016,364,635,999,0.41176471,0.37647059,0.21176471,0.12352941,0.56470588,0.31176471,"Daniel Hudson",7146,543339
2021,"Tanner Scott","BAL",0.3181818181818182,2,0.233576642,0.510948905,0.255474452,0.114285714,0.171428571,27,4.500001271566115,417,615,1032,0.34057971,0.41304348,0.24637681,0.17391304,0.51449275,0.3115942,"Tanner Scott",17586,656945
2023,"Ben Lively","CIN",0.296875,1.018691588,0.214545454,0.396363636,0.389090909,0.074766355,0.186915887,48,4.872180695679061,499,885,1384,0.38043478,0.31884058,0.30072464,0.16304348,0.52536232,0.3115942,"Ben Lively",14932,594902
2021,"Michael Fulmer","DET",0.3229166666666667,1.323529411,0.20603015,0.452261306,0.341708542,0.19117647,0.102941176,35,4.521531389325153,434,749,1183,0.35175879,0.38693467,0.26130653,0.22110553,0.46733668,0.31155779,"Michael Fulmer",13218,605242
2023,"Eduardo Rodriguez","DET",0.27427184466019416,1.103225806,0.218225419,0.410071942,0.371702637,0.116129032,0.096774193,68,4.008733891565174,849,1600,2449,0.40749415,0.31381733,0.27868852,0.15222482,0.53629977,0.31147541,"Eduardo Rodriguez",13164,593958
2024,"Trevor Williams","WSN",0.26666666666666666,1.169014084,0.158469945,0.453551912,0.387978142,0.098591549,0.042253521,38,5.130000195693977,397,667,1064,0.40983607,0.31147541,0.27868852,0.14754098,0.54098361,0.31147541,"Trevor Williams",16977,592866
2021,"Adam Cimber","- - -",0.28095238095238095,1.868852459,0.174528301,0.537735849,0.287735849,0.163934426,0.032786885,44,5.525582473779851,335,687,1022,0.33490566,0.41509434,0.25,0.24528302,0.44339623,0.31132075,"Adam Cimber",15288,643256
2022,"Tyler Beede","- - -",0.3121951219512195,1.507462686,0.2,0.48095238,0.319047619,0.134328358,0.104477611,28,4.1086959290144085,425,647,1072,0.41037736,0.37264151,0.21698113,0.14622642,0.54245283,0.31132075,"Tyler Beede",16981,595881
2023,"Jameson Taillon","CHC",0.2918552036199095,0.880597014,0.190578158,0.379014989,0.430406852,0.094527363,0.134328358,75,4.3736502521309,863,1671,2534,0.41791045,0.36247335,0.2196162,0.17697228,0.51172708,0.31130064,"Jameson Taillon",11674,592791
2022,"Bruce Zimmermann","BAL",0.3220338983050847,0.980582524,0.196850393,0.397637795,0.405511811,0.067961165,0.203883495,29,3.5429865476508695,373,757,1130,0.48249027,0.30350195,0.21400778,0.12840467,0.56031128,0.31128405,"Bruce Zimmermann",20370,669145
2023,"Gerrit Cole","NYY",0.26145038167938933,1.009433962,0.211111111,0.396296296,0.392592592,0.08490566,0.094339622,112,4.822966507177034,1117,2169,3286,0.3664825,0.39042357,0.24309392,0.15101289,0.53775322,0.31123389,"Gerrit Cole",13125,543037
2021,"Kris Bubic","KCR",0.2796610169491525,1.466666666,0.210666666,0.469333333,0.32,0.116666666,0.183333333,51,3.5307693861786498,834,1368,2202,0.42819149,0.35106383,0.22074468,0.16755319,0.5212766,0.31117021,"Kris Bubic",21455,663460
2024,"Frankie Montas","- - -",0.2822384428223844,1.098765432,0.205607476,0.41588785,0.378504672,0.11728395,0.148148148,90,5.376106421551089,973,1665,2638,0.37557604,0.38940092,0.23502304,0.14746544,0.54147465,0.31105991,"Frankie Montas",14309,593423
2023,"Cal Quantrill","CLE",0.3003003003003003,1.12,0.227405247,0.408163265,0.364431486,0.104,0.088,38,3.431438214648147,657,1057,1714,0.4505814,0.3255814,0.22383721,0.18604651,0.50290698,0.31104651,"Cal Quantrill",19312,615698
2023,"José Berríos","TOR",0.2890625,1.121212121,0.213483146,0.415730337,0.370786516,0.065656565,0.126262626,84,3.9859404598264487,1030,1909,2939,0.40595903,0.36871508,0.22532588,0.15083799,0.53817505,0.31098696,"Jose Berrios",14168,621244
2024,"Chris Paddack","MIN",0.3271375464684015,0.904347826,0.215053763,0.372759856,0.412186379,0.095652173,0.12173913,45,4.584905924377782,503,959,1462,0.34982332,0.41696113,0.23321555,0.14134276,0.54770318,0.31095406,"Chris Paddack",20099,663978
2024,"Tyler Ferguson","OAK",0.24347826086956523,0.862745098,0.194915254,0.372881355,0.432203389,0.156862745,0.078431372,22,3.8571432393203575,283,536,819,0.42857143,0.32773109,0.24369748,0.19327731,0.49579832,0.31092437,"Tyler Ferguson",19481,621053
2023,"Dean Kremer","BAL",0.29327902240325865,1.046391752,0.230620155,0.393410852,0.375968992,0.06185567,0.139175257,110,5.733591071380914,1069,1864,2933,0.38030888,0.33783784,0.28185328,0.14478764,0.54440154,0.31081081,"Dean Kremer",19350,665152
2022,"John King","TEX",0.32558139534883723,3.896551724,0.188571428,0.645714285,0.165714285,0.034482758,0.172413793,30,5.2597411717548175,257,492,749,0.40677966,0.38418079,0.20903955,0.1299435,0.55932203,0.31073446,"John King",22051,667463
2021,"Trevor Williams","- - -",0.34814814814814815,1.470588235,0.233576642,0.456204379,0.310218978,0.047058823,0.129411764,58,5.736263976726489,528,1009,1537,0.40357143,0.31785714,0.27857143,0.10714286,0.58214286,0.31071429,"Trevor Williams",16977,592866
2023,"Kyle Gibson","BAL",0.30918727915194344,1.574585635,0.200686106,0.488850771,0.310463121,0.099447513,0.127071823,134,6.28125,1149,1890,3039,0.4516129,0.34295416,0.20543294,0.13582343,0.55348048,0.3106961,"Kyle Gibson",10123,502043
2022,"Josh Staumont","KCR",0.34,0.688888888,0.25490196,0.303921568,0.44117647,0.088888888,0.066666666,13,3.1061952145661236,305,426,731,0.39805825,0.33009709,0.27184466,0.14563107,0.54368932,0.31067961,"Josh Staumont",18335,622251
2022,"Adrian Morejon","SDP",0.2727272727272727,0.647058823,0.176470588,0.323529411,0.5,0.117647058,0.078431372,18,4.764706416938604,182,358,540,0.36893204,0.34951456,0.2815534,0.14563107,0.54368932,0.31067961,"Adrian Morejon",20039,670970
2023,"Andrew Chafin","- - -",0.30952380952380953,1.020408163,0.238461538,0.384615384,0.376923076,0.102040816,0.122448979,16,2.8051955000630913,368,554,922,0.31060606,0.31818182,0.37121212,0.16666667,0.52272727,0.31060606,"Andrew Chafin",12988,605177
2022,"Adam Wainwright","STL",0.3018867924528302,1.314720812,0.238731218,0.432387312,0.328881469,0.076142131,0.081218274,120,5.634782907756396,1109,2024,3133,0.44073456,0.32387312,0.23539232,0.14524207,0.5442404,0.31051753,"Adam Wainwright",2233,425794
2021,"Nabil Crismatt","SDP",0.3235294117647059,1.556962025,0.168724279,0.506172839,0.32510288,0.075949367,0.126582278,31,3.4303280833715273,491,846,1337,0.43951613,0.32258065,0.23790323,0.13709677,0.55241935,0.31048387,"Nabil Crismatt",17732,622503
2021,"Caleb Smith","ARI",0.25435540069686413,0.537974683,0.195364238,0.281456953,0.523178807,0.132911392,0.126582278,55,4.354838807110801,772,1295,2067,0.41830065,0.32352941,0.25816993,0.16339869,0.52614379,0.31045752,"Caleb Smith",14875,592761
2022,"Humberto Castellanos","ARI",0.30935251798561153,0.827586206,0.263888888,0.333333333,0.402777777,0.103448275,0.120689655,25,5.0751881154910246,265,483,748,0.4,0.33793103,0.26206897,0.14482759,0.54482759,0.31034483,"Humberto Castellanos",21183,528748
2024,"A.J. Minter","ATL",0.2222222222222222,1.083333333,0.117647058,0.458823529,0.423529411,0.138888888,0.166666666,18,4.718447300949437,168,354,522,0.35632184,0.36781609,0.27586207,0.18390805,0.50574713,0.31034483,"A.J. Minter",18655,621345
2023,"Mitch Keller","PIT",0.30975143403441685,1.286486486,0.223853211,0.436697247,0.339449541,0.075675675,0.135135135,99,4.5849057803775475,1049,2073,3122,0.35766423,0.3649635,0.27737226,0.17153285,0.51824818,0.31021898,"Mitch Keller",17594,656605
2021,"Randy Dobnak","MIN",0.3107344632768362,2.512195121,0.225806451,0.55376344,0.220430107,0.121951219,0.268292682,29,5.1513160480356746,281,484,765,0.36363636,0.39572193,0.24064171,0.13903743,0.55080214,0.31016043,"Randy Dobnak",23798,677976
2023,"Steven Matz","STL",0.3180327868852459,1.4,0.235668789,0.445859872,0.318471337,0.1,0.11,46,3.9428572144800316,650,1217,1867,0.37025316,0.33860759,0.29113924,0.14556962,0.5443038,0.31012658,"Steven Matz",13361,571927
2023,"Tyler Alexander","DET",0.29508196721311475,0.640625,0.1796875,0.3203125,0.5,0.03125,0.125,30,6.136364168372082,202,477,679,0.33333333,0.41085271,0.25581395,0.14728682,0.54263566,0.31007752,"Tyler Alexander",17735,641302
2022,"Sonny Gray","MIN",0.27672955974842767,1.247863247,0.198170731,0.445121951,0.356707317,0.17094017,0.094017094,65,4.888579491077721,680,1192,1872,0.41945289,0.40121581,0.17933131,0.19756839,0.49240122,0.3100304,"Sonny Gray",12768,543243
2024,"Martín Pérez","- - -",0.31695331695331697,1.243421052,0.199530516,0.443661971,0.356807511,0.072368421,0.144736842,66,4.4000001243308775,785,1423,2208,0.46153846,0.35664336,0.18181818,0.14452214,0.54545455,0.31002331,"Martin Perez",6902,527048
2021,"Ashton Goudeau","- - -",0.20833333333333334,1.612903225,0.164948453,0.515463917,0.319587628,0.064516129,0.129032258,19,4.980582847077453,225,339,564,0.44,0.36,0.2,0.14,0.55,0.31,"Ashton Goudeau",15139,623485
2023,"Shelby Miller","LAD",0.16494845360824742,0.84090909,0.181818181,0.373737373,0.444444444,0.159090909,0.068181818,34,7.285714947447545,249,414,663,0.46,0.37,0.17,0.17,0.52,0.31,"Shelby Miller",10197,571946
2023,"Carl Edwards Jr.","WSN",0.30303030303030304,1.533333333,0.24,0.46,0.3,0.1,0.033333333,10,2.8421056625916257,214,352,566,0.35,0.48,0.17,0.16,0.53,0.31,"Carl Edwards Jr.",13607,605218
2022,"A.J. Puk","OAK",0.2787878787878788,1.180327868,0.19879518,0.433734939,0.367469879,0.098360655,0.114754098,31,4.206030957021849,370,702,1072,0.3625731,0.35672515,0.28070175,0.22807018,0.4619883,0.30994152,"A.J. Puk",19343,640462
2024,"JoJo Romero","STL",0.26993865030674846,1.557692307,0.19879518,0.487951807,0.313253012,0.057692307,0.153846153,40,6.101696493296605,343,578,921,0.43274854,0.30409357,0.26315789,0.14619883,0.54385965,0.30994152,"JoJo Romero",19574,668941
2021,"Matt Shoemaker","MIN",0.2914572864321608,1.305555555,0.205741626,0.449760765,0.344497607,0.111111111,0.208333333,37,5.51933730738399,381,683,1064,0.47887324,0.33802817,0.18309859,0.15023474,0.5399061,0.30985915,"Matt Shoemaker",4776,533167
2023,"Ken Waldichuk","OAK",0.31017369727047145,0.988235294,0.199052132,0.398104265,0.402843601,0.082352941,0.14117647,71,4.5319152614443565,976,1578,2554,0.40140845,0.37558685,0.22300469,0.15492958,0.53521127,0.30985915,"Ken Waldichuk",27681,686610
2024,"Brennan Bernardino","BOS",0.3235294117647059,1.369565217,0.215827338,0.45323741,0.330935251,0.086956521,0.130434782,35,6.176472667180005,295,565,860,0.40140845,0.37323944,0.22535211,0.16197183,0.52816901,0.30985915,"Brennan Bernardino",16835,657514
2021,"Kyle Freeland","COL",0.32471264367816094,1.336065573,0.212707182,0.450276243,0.337016574,0.122950819,0.163934426,53,3.9530387573461114,675,1211,1886,0.42119565,0.37228261,0.20652174,0.1576087,0.5326087,0.30978261,"Kyle Freeland",16256,607536
2021,"Josh Rogers","WSN",0.2358490566037736,0.6,0.207207207,0.297297297,0.495495495,0.109090909,0.127272727,14,3.532710532265817,192,341,533,0.32743363,0.40707965,0.26548673,0.16814159,0.52212389,0.30973451,"Josh Rogers",18510,642028
2023,"Drew Smyly","CHC",0.3047858942065491,0.792349726,0.213429256,0.347721822,0.43884892,0.142076502,0.142076502,108,6.829040422733533,888,1518,2406,0.42789598,0.3427896,0.22931442,0.1820331,0.50827423,0.30969267,"Drew Smyly",11760,592767
2022,"Lou Trivino","- - -",0.38926174496644295,1.904761904,0.197368421,0.526315789,0.276315789,0.071428571,0.142857142,18,3.0186344344081153,354,601,955,0.39354839,0.39354839,0.21290323,0.16129032,0.52903226,0.30967742,"Lou Trivino",15043,642152
2021,"Garrett Whitlock","BOS",0.3036649214659686,1.633333333,0.197969543,0.497461928,0.304568527,0.083333333,0.1,49,6.013637406373007,370,780,1150,0.34010152,0.2893401,0.37055838,0.15736041,0.53299492,0.30964467,"Garrett Whitlock",20191,676477
2022,"Walker Buehler","LAD",0.31216931216931215,1.492063492,0.198979591,0.479591836,0.321428571,0.079365079,0.126984126,50,6.923076923076923,374,672,1046,0.40609137,0.34517766,0.24873096,0.18274112,0.50761421,0.30964467,"Walker Buehler",19374,621111
2024,"Aroldis Chapman","PIT",0.32231404958677684,1.191489361,0.176,0.448,0.376,0.063829787,0.106382978,22,3.2108111418452023,418,712,1130,0.36507937,0.31746032,0.31746032,0.13492063,0.55555556,0.30952381,"Aroldis Chapman",10233,547973
2024,"Mitch Spence","OAK",0.31868131868131866,1.404907975,0.171247357,0.484143763,0.344608879,0.079754601,0.122699386,63,3.746696302833377,882,1600,2482,0.47157895,0.34947368,0.17894737,0.13684211,0.55368421,0.30947368,"Mitch Spence",27707,687765
2023,"Clarke Schmidt","NYY",0.3125,1.163934426,0.185185185,0.438271604,0.376543209,0.12568306,0.13114754,85,4.811320929669033,943,1771,2714,0.44672131,0.32172131,0.23155738,0.15368852,0.53688525,0.30942623,"Clarke Schmidt",19899,657376
2024,"Spencer Turnbull","PHI",0.23308270676691728,1.32,0.165467625,0.474820143,0.35971223,0.04,0.12,32,5.300613620983045,363,557,920,0.41007194,0.39568345,0.1942446,0.13669065,0.55395683,0.30935252,"Spencer Turnbull",16207,605513
2024,"Joey Wentz","- - -",0.3118279569892473,1.112676056,0.21875,0.411458333,0.369791666,0.14084507,0.112676056,24,3.207921352448275,464,761,1225,0.42268041,0.32474227,0.25257732,0.15979381,0.53092784,0.30927835,"Joey Wentz",19962,666214
2022,"Braxton Garrett","MIA",0.32083333333333336,1.552631578,0.214574898,0.477732793,0.307692307,0.092105263,0.118421052,31,3.170454820325576,470,966,1436,0.40963855,0.35341365,0.23694779,0.18473896,0.5060241,0.30923695,"Braxton Garrett",21844,666129
2024,"Camilo Doval","SFG",0.3333333333333333,2.25,0.133333333,0.6,0.266666666,0.025,0.125,17,2.5932206743170108,440,681,1121,0.46710526,0.33552632,0.19736842,0.17763158,0.51315789,0.30921053,"Camilo Doval",21992,666808
2021,"Génesis Cabrera","STL",0.28,1.106060606,0.201149425,0.419540229,0.379310344,0.121212121,0.045454545,35,4.500000980922368,450,745,1195,0.34269663,0.33707865,0.32022472,0.16292135,0.52808989,0.30898876,"Genesis Cabrera",17490,650893
2023,"Jalen Beeks","TBR",0.31932773109243695,1.170212765,0.163934426,0.450819672,0.385245901,0.063829787,0.085106382,18,3.826772113322114,279,453,732,0.36585366,0.3495935,0.28455285,0.15447154,0.53658537,0.30894309,"Jalen Beeks",17192,656222
2024,"Shota Imanaga","CHC",0.26406926406926406,0.819004524,0.172839506,0.372427983,0.45473251,0.108597285,0.122171945,112,5.81538478603025,816,1778,2594,0.44989775,0.33333333,0.21676892,0.16564417,0.52556237,0.30879346,"Shota Imanaga",33829,684007
2024,"Erick Fedde","- - -",0.27070707070707073,1.06930693,0.185185185,0.421052631,0.393762183,0.168316831,0.0990099,81,4.11090237354773,1114,1781,2895,0.36699029,0.36893204,0.26407767,0.18058252,0.51067961,0.30873786,"Erick Fedde",17425,607200
2024,"Ben Lively","CLE",0.2654462242562929,1.015873015,0.16812227,0.419213973,0.412663755,0.105820105,0.121693121,93,5.543046357615894,835,1574,2409,0.40652174,0.36521739,0.22826087,0.12826087,0.56304348,0.30869565,"Ben Lively",14932,594902
2021,"Joe Musgrove","SDP",0.2660753880266075,1.299363057,0.230277185,0.434968017,0.334754797,0.089171974,0.140127388,80,3.9705883466661214,1009,1929,2938,0.43128964,0.34249471,0.22621564,0.18604651,0.50528541,0.30866808,"Joe Musgrove",12970,605397
2022,"Mitch White","- - -",0.32063492063492066,1.189655172,0.208722741,0.429906542,0.361370716,0.112068965,0.077586206,51,4.6363639936631325,617,1098,1715,0.38580247,0.37345679,0.24074074,0.16666667,0.52469136,0.30864198,"Mitch White",19225,669952
2023,"Blake Snell","SDP",0.2557544757033248,1.304347826,0.214814814,0.444444444,0.34074074,0.072463768,0.108695652,92,4.6,1320,1850,3170,0.38765432,0.35061728,0.2617284,0.16790123,0.52345679,0.30864198,"Blake Snell",13543,605483
2021,"Craig Stammen","SDP",0.2716049382716049,1.878378378,0.158102766,0.549407114,0.292490118,0.067567567,0.175675675,42,4.2792455294192635,455,853,1308,0.4375,0.32421875,0.23828125,0.15625,0.53515625,0.30859375,"Craig Stammen",7274,489334
2023,"J.P. France","HOU",0.28883495145631066,1.142857142,0.197674418,0.427906976,0.374418604,0.074534161,0.118012422,83,5.479217616687993,832,1374,2206,0.39211137,0.36426914,0.24361949,0.13457077,0.55684455,0.30858469,"J.P. France",21212,641585
2021,"Drew Steckenrider","SEA",0.2568306010928962,0.921052631,0.219251336,0.37433155,0.406417112,0.197368421,0.065789473,22,2.926108814274652,329,679,1008,0.42021277,0.32446809,0.25531915,0.15425532,0.53723404,0.30851064,"Drew Steckenrider",18806,608716
2023,"Jonathan Hernández","TEX",0.34444444444444444,1.424242424,0.130434782,0.510869565,0.358695652,0.151515151,0.121212121,17,4.831580208437924,213,340,553,0.44680851,0.31914894,0.23404255,0.14893617,0.54255319,0.30851064,"Jonathan Hernandez",17464,642546
2023,"Trevor May","OAK",0.24031007751937986,0.677966101,0.238461538,0.307692307,0.453846153,0.220338983,0.06779661,14,2.700000367845858,293,485,778,0.44360902,0.33082707,0.22556391,0.21052632,0.48120301,0.30827068,"Trevor May",6398,543507
2024,"Darren McCaughan","- - -",0.32116788321167883,0.7,0.167832167,0.342657342,0.489510489,0.071428571,0.128571428,26,5.571428824444218,258,456,714,0.46575342,0.31506849,0.21917808,0.15068493,0.54109589,0.30821918,"Darren McCaughan",20038,670766
2023,"Reynaldo López","- - -",0.27631578947368424,0.898550724,0.170886075,0.392405063,0.43670886,0.115942028,0.115942028,23,3.13636413487529,441,770,1211,0.27044025,0.40880503,0.32075472,0.18238994,0.50943396,0.3081761,"Reynaldo Lopez",16400,625643
2023,"Kevin Ginkel","ARI",0.24358974358974358,1.509433962,0.163522012,0.503144654,0.333333333,0.113207547,0.056603773,39,5.372450025217878,405,651,1056,0.33333333,0.33333333,0.33333333,0.16981132,0.52201258,0.3081761,"Kevin Ginkel",19876,656464
2023,"Cionel Pérez","BAL",0.3176470588235294,2.684210526,0.166666666,0.607142857,0.226190476,0.131578947,0.052631578,26,4.3875013598803925,325,554,879,0.38372093,0.33139535,0.28488372,0.18604651,0.50581395,0.30813953,"Cionel Perez",19614,672335
2024,"David Bednar","PIT",0.27439024390243905,0.7875,0.158823529,0.370588235,0.470588235,0.1625,0.1125,11,1.7167631950558342,354,672,1026,0.44186047,0.31976744,0.23837209,0.1744186,0.51744186,0.30813953,"David Bednar",19569,670280
2024,"José Buttó","NYM",0.21084337349397592,1.014285714,0.175438596,0.415204678,0.409356725,0.128571428,0.085714285,34,4.135135348301209,514,709,1223,0.40116279,0.35465116,0.24418605,0.13953488,0.55232558,0.30813953,"Jose Butto",23313,676130
2021,"Ian Anderson","ATL",0.26099706744868034,1.594339622,0.198250728,0.49271137,0.3090379,0.122641509,0.150943396,60,4.207792374560562,841,1334,2175,0.41736695,0.33333333,0.24929972,0.19607843,0.49579832,0.30812325,"Ian Anderson",19951,666120
2021,"Griffin Canning","LAA",0.29651162790697677,0.855263157,0.237837837,0.351351351,0.41081081,0.092105263,0.184210526,54,7.755319817727864,405,675,1080,0.43243243,0.33513514,0.23243243,0.13513514,0.55675676,0.30810811,"Griffin Canning",19867,656288
2024,"Peter Lambert","COL",0.34375,1.09090909,0.299492385,0.365482233,0.33502538,0.136363636,0.106060606,41,6.01630475319967,383,656,1039,0.43939394,0.27272727,0.28787879,0.14646465,0.54545455,0.30808081,"Peter Lambert",17969,663567
2023,"Freddy Peralta","MIL",0.2734375,1.043209876,0.182716049,0.41728395,0.4,0.11728395,0.160493827,89,4.835010357249107,1054,1785,2839,0.45476773,0.27872861,0.26650367,0.17114914,0.5207824,0.30806846,"Freddy Peralta",18679,642547
2023,"Chris Sale","BOS",0.2903225806451613,0.858407079,0.192307692,0.373076923,0.434615384,0.123893805,0.132743362,65,5.698052089197037,580,1092,1672,0.38403042,0.32319392,0.29277567,0.15969582,0.53231939,0.30798479,"Chris Sale",10603,519242
2024,"Ryan Pepiot","TBR",0.26153846153846155,0.774193548,0.19117647,0.352941176,0.455882352,0.154838709,0.109677419,52,3.6,774,1376,2150,0.40469208,0.31964809,0.27565982,0.17008798,0.52199413,0.30791789,"Ryan Pepiot",26221,686752
2024,"Lance Lynn","STL",0.2869822485207101,0.881944444,0.225714285,0.362857142,0.411428571,0.138888888,0.111111111,68,5.21590931701267,766,1274,2040,0.38418079,0.37288136,0.24293785,0.16101695,0.53107345,0.3079096,"Lance Lynn",2520,458681
2021,"Edgar Santana","ATL",0.24390243902439024,1.657894736,0.204724409,0.496062992,0.299212598,0.210526315,0.184210526,32,6.750001005828531,204,406,610,0.44615385,0.37692308,0.17692308,0.23076923,0.46153846,0.30769231,"Edgar Santana",17355,650828
2021,"Lucas Gilbreath","COL",0.25,1.209302325,0.181034482,0.448275862,0.370689655,0.069767441,0.116279069,22,4.640625691507115,286,445,731,0.35042735,0.37606838,0.27350427,0.16239316,0.52991453,0.30769231,"Lucas Gilbreath",21290,656458
2022,"Tyler Duffey","MIN",0.30327868852459017,1.705882352,0.292307692,0.446153846,0.261538461,0.029411764,0.235294117,13,2.6590911396279022,277,464,741,0.47692308,0.32307692,0.2,0.13076923,0.56153846,0.30769231,"Tyler Duffey",13758,608648
2022,"Chris Flexen","SEA",0.27058823529411763,0.735,0.20229885,0.337931034,0.459770114,0.11,0.085,65,4.249394692748371,843,1361,2204,0.35294118,0.37104072,0.2760181,0.16289593,0.52941176,0.30769231,"Chris Flexen",13896,623167
2022,"José Berríos","TOR",0.32755298651252407,1.013953488,0.199630314,0.402957486,0.397412199,0.079069767,0.13488372,112,5.8604651162790695,897,1824,2721,0.36263736,0.35897436,0.27838828,0.15750916,0.53479853,0.30769231,"Jose Berrios",14168,621244
2022,"Eli Morgan","CLE",0.22641509433962265,0.593023255,0.184523809,0.303571428,0.511904761,0.104651162,0.116279069,26,3.5100005355835777,324,693,1017,0.39053254,0.31952663,0.28994083,0.17159763,0.52071006,0.30769231,"Eli Morgan",20203,669212
2023,"Josh Sborz","TEX",0.2845528455284553,1.355555555,0.184615384,0.469230769,0.346153846,0.177777777,0.177777777,35,6.019109303997189,294,542,836,0.45384615,0.33076923,0.21538462,0.18461538,0.50769231,0.30769231,"Josh Sborz",18323,622250
2023,"Matt Waldron","SDP",0.24793388429752067,0.962962962,0.184615384,0.4,0.415384615,0.148148148,0.166666666,17,3.701613187913986,238,435,673,0.41538462,0.34615385,0.23846154,0.21538462,0.47692308,0.30769231,"Matt Waldron",25550,663362
2024,"Chris Flexen","CHW",0.3151515151515151,0.792207792,0.194552529,0.356031128,0.449416342,0.129870129,0.103896103,66,3.712500132769351,1080,1717,2797,0.41040462,0.34104046,0.24855491,0.15384615,0.53846154,0.30769231,"Chris Flexen",13896,623167
2023,"Justin Verlander","- - -",0.2647702407002188,0.79245283,0.196617336,0.355179704,0.448202959,0.165094339,0.08490566,93,5.156057414091178,898,1707,2605,0.43789474,0.33052632,0.23157895,0.16842105,0.52421053,0.30736842,"Justin Verlander",8700,434378
2023,"Jack Flaherty","- - -",0.35626535626535627,1.343283582,0.25592417,0.426540284,0.317535545,0.067164179,0.126865671,97,6.048499058412867,1017,1618,2635,0.45862884,0.29550827,0.24586288,0.13238771,0.56028369,0.30732861,"Jack Flaherty",17479,656427
