Season,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
2021,"Jon Lester","- - -",141.1,88.65702597128379,,86.42216684626437,,,87.57185831501256,,72.61890498678483,,,81.32685004340277,,,"Jon Lester",4930,452657
2021,"Jake Diekman","OAK",60.2,95.36190716205837,,,,,95.18969474871135,83.28480555075967,,,,87.23749542236328,,,"Jake Diekman",5003,518617
2021,"Jeurys Familia","NYM",59.1,97.19251567814626,,,91.963330078125,,96.4338857454319,89.26386882878151,,,,,,,"Jeurys Familia",5114,544727
2021,"Wade LeBlanc","- - -",49,87.54706015707065,,85.04459415470157,,,87.64631476151315,,73.34186110385629,,,79.50565178650247,,,"Wade LeBlanc",5221,453281
2021,"Blake Parker","CLE",43.2,90.69575639204545,,88.86962272547468,79.31935168850806,,,,75.78392682756696,,,,,,"Blake Parker",5224,453284
2021,"Jose Alvarez","SFG",64.2,91.2747915572479,,85.82162021946263,,,91.24605296804458,81.44444244076507,,,,81.16544274722828,,,"Jose Alvarez",5358,501625
2021,"Michael Pineda","MIN",109.1,90.64989018956304,,,,,,81.22692463369022,,,,85.51770697699652,,,"Michael Pineda",5372,501381
2021,"Jesse Chavez","ATL",33.2,91.07777659098308,,88.94864908854167,,,91.20162320523649,82.5313720703125,,,,84.59615384615384,,,"Jesse Chavez",5448,445926
2021,"Madison Bumgarner","ARI",146.1,90.42397480237155,,85.98789808917198,,,89.80405405405405,,77.7973662525355,73.9000015258789,,83.79441449895252,,,"Madison Bumgarner",5524,518516
2021,"Junior Guerra","LAA",65.1,92.18372093023255,,,84.09381449591253,,93.04925355688529,84.17682248551324,80.81030934127335,,,,,,"Junior Guerra",5702,448855
2021,"Trevor Cahill","PIT",37,90.42000370025634,,85.2024407115409,,,89.65279175424334,,,78.61805280049641,,82.27421137971699,,,"Trevor Cahill",6249,502239
2021,"Jake Odorizzi","HOU",104.2,92.17715370327818,,86.65737047697368,84.69679989368457,,,83.06592881944445,73.48228963216145,,,,,,"Jake Odorizzi",6397,543606
2021,"Trevor May","NYM",62.2,96.51278092496285,,,,,,84.00182481751825,,,,86.95646829044118,,,"Trevor May",6398,543507
2021,"José Cisnero","DET",61.2,96.67316513761467,,89.48674581137048,,,96.37583497908922,87.11503612546993,,,,90.7562484741211,,,"Jose Cisnero",6399,542585
